stock,profitPct,totalTrades,winRate,avgWinpct,avgLosspct,expentancypct,profitFactor
DEEPAKFERT_minute,0.37,61,0.49,2.45,-2.06,0.16,1.15
HDFCLIFE_minute,0.36,17,0.59,1.12,-0.69,0.37,2.32
GAEL_minute,0.36,65,0.52,2.09,-1.68,0.3,1.46
GODREJIND_minute,0.36,53,0.45,2.82,-1.72,0.34,1.41
BLUESTARCO_minute,0.34,58,0.48,2.78,-1.88,0.37,1.38
LUPIN_minute,0.34,50,0.58,1.26,-1.06,0.29,1.74
YESBANK_minute,0.34,56,0.5,2.13,-1.5,0.32,1.47
TITAGARH_minute,0.34,89,0.53,2.55,-2.02,0.39,1.41
TRENT_minute,0.34,51,0.51,2.02,-1.3,0.39,1.68
SAIL_minute,0.33,41,0.54,2.41,-2.12,0.31,1.39
KIMS_minute,0.32,48,0.58,1.35,-1.27,0.26,1.48
UNOMINDA_minute,0.32,60,0.43,2.96,-1.56,0.4,1.45
SJVN_minute,0.32,72,0.47,3.13,-2.17,0.33,1.29
OBEROIRLTY_minute,0.31,53,0.6,1.6,-1.5,0.38,1.64
AVANTIFEED_minute,0.31,70,0.49,2.54,-1.87,0.27,1.32
JIOFIN_minute,0.31,46,0.5,1.75,-1.08,0.33,1.61
BPCL_minute,0.31,56,0.5,2.04,-1.43,0.31,1.48
AIAENG_minute,0.31,39,0.46,1.64,-0.89,0.28,1.59
PIIND_minute,0.3,33,0.58,1.29,-0.96,0.33,1.81
DLF_minute,0.3,39,0.56,1.82,-1.68,0.3,1.4
SBILIFE_minute,0.3,34,0.56,1.24,-0.94,0.28,1.67
GODFRYPHLP_minute,0.3,66,0.52,3.25,-2.29,0.56,1.51
SANOFI_minute,0.3,53,0.57,1.31,-1.04,0.29,1.65
SUZLON_minute,0.29,33,0.39,2.41,-1.17,0.24,1.41
SONATSOFTW_minute,0.29,61,0.49,2.36,-1.7,0.3,1.35
CENTURYPLY_minute,0.29,44,0.52,1.65,-1.21,0.29,1.5
KALYANKJIL_minute,0.29,72,0.56,2.17,-1.85,0.38,1.51
SHREECEM_minute,0.28,36,0.61,0.93,-0.78,0.27,2.02
BSOFT_minute,0.28,47,0.57,1.94,-1.91,0.3,1.44
SCI_minute,0.28,80,0.5,2.57,-1.82,0.38,1.41
COROMANDEL_minute,0.27,44,0.55,1.55,-1.33,0.24,1.48
NATIONALUM_minute,0.27,59,0.51,2.29,-1.67,0.34,1.42
TATAELXSI_minute,0.27,57,0.42,2.07,-1.06,0.26,1.46
ZYDUSLIFE_minute,0.27,50,0.58,1.15,-1.04,0.23,1.61
AXISBANK_minute,0.27,30,0.43,1.61,-0.74,0.28,1.66
MOTHERSON_minute,0.27,39,0.49,1.99,-1.43,0.24,1.39
QUESS_minute,0.27,61,0.46,2.31,-1.55,0.22,1.31
HDFCBANK_minute,0.26,21,0.57,1.08,-0.92,0.22,1.76
NTPC_minute,0.26,39,0.54,1.41,-1.09,0.26,1.6
HFCL_minute,0.26,67,0.34,4.24,-1.82,0.26,1.28
NAUKRI_minute,0.26,41,0.59,1.42,-1.53,0.2,1.31
LAURUSLABS_minute,0.26,45,0.53,1.69,-1.38,0.26,1.4
INDHOTEL_minute,0.26,36,0.53,2.04,-1.99,0.14,1.22
NLCINDIA_minute,0.26,69,0.52,2.22,-1.82,0.29,1.42
GAIL_minute,0.25,38,0.58,1.58,-1.48,0.29,1.47
OIL_minute,0.25,75,0.57,2.07,-2.06,0.31,1.39
JINDALSTEL_minute,0.24,44,0.55,1.6,-1.36,0.25,1.49
LALPATHLAB_minute,0.24,37,0.62,1.19,-1.41,0.2,1.38
NAM-INDIA_minute,0.24,40,0.47,2.99,-2.0,0.37,1.42
AFFLE_minute,0.24,56,0.48,2.19,-1.49,0.28,1.36
BSE_minute,0.23,67,0.46,3.4,-2.37,0.3,1.35
BHEL_minute,0.22,52,0.54,2.04,-1.99,0.18,1.25
EICHERMOT_minute,0.22,35,0.57,1.35,-1.26,0.23,1.43
COALINDIA_minute,0.21,36,0.47,1.84,-1.29,0.19,1.35
PIDILITIND_minute,0.2,45,0.62,0.98,-1.15,0.18,1.5
CUMMINSIND_minute,0.2,34,0.62,1.31,-1.65,0.18,1.28
RAYMOND_minute,0.2,76,0.46,2.02,-1.48,0.13,1.2
GICRE_minute,0.19,85,0.53,2.71,-2.57,0.23,1.19
PRAJIND_minute,0.19,66,0.39,3.01,-1.5,0.27,1.33
ALKYLAMINE_minute,0.19,44,0.45,1.5,-0.94,0.17,1.38
MARICO_minute,0.19,43,0.56,1.08,-1.03,0.15,1.4
FORTIS_minute,0.19,41,0.44,1.98,-1.24,0.17,1.25
JKTYRE_minute,0.18,71,0.54,1.76,-1.63,0.18,1.28
INDUSTOWER_minute,0.18,46,0.46,1.59,-0.98,0.19,1.36
JYOTICNC_minute,0.18,46,0.46,2.77,-2.23,0.06,1.09
CHAMBLFERT_minute,0.17,51,0.55,2.17,-2.2,0.2,1.2
ICICIBANK_minute,0.17,23,0.57,1.21,-1.17,0.18,1.49
HAL_minute,0.17,41,0.51,1.6,-1.31,0.18,1.28
ULTRACEMCO_minute,0.17,25,0.56,1.2,-1.24,0.12,1.35
APOLLOHOSP_minute,0.16,34,0.53,0.98,-0.78,0.15,1.5
WHIRLPOOL_minute,0.16,65,0.51,2.05,-1.73,0.19,1.26
JSWSTEEL_minute,0.15,46,0.52,1.33,-1.15,0.15,1.33
POWERINDIA_minute,0.15,70,0.41,3.75,-2.25,0.24,1.21
INDUSINDBK_minute,0.15,20,0.45,1.13,-0.8,0.07,1.27
GODREJCP_minute,0.15,43,0.44,1.54,-0.98,0.13,1.29
MPHASIS_minute,0.15,34,0.59,1.21,-1.34,0.16,1.29
RRKABEL_minute,0.15,32,0.5,1.53,-1.25,0.14,1.22
BIOCON_minute,0.15,45,0.56,1.68,-1.6,0.22,1.31
BEL_minute,0.15,54,0.54,1.77,-1.54,0.24,1.33
GODREJPROP_minute,0.15,51,0.49,2.13,-1.66,0.2,1.23
SUPREMEIND_minute,0.14,45,0.58,1.55,-1.83,0.12,1.22
CIPLA_minute,0.14,29,0.52,1.21,-1.09,0.1,1.19
KARURVYSYA_minute,0.14,42,0.5,1.39,-1.08,0.16,1.29
VEDL_minute,0.14,46,0.43,2.56,-1.64,0.18,1.2
FEDERALBNK_minute,0.14,27,0.52,1.42,-1.31,0.11,1.17
MAZDOCK_minute,0.14,85,0.47,2.24,-1.82,0.09,1.1
VIJAYA_minute,0.14,63,0.46,1.92,-1.33,0.17,1.27
EASEMYTRIP_minute,0.13,44,0.45,2.19,-1.68,0.08,1.08
IFCI_minute,0.13,73,0.42,3.79,-2.22,0.33,1.29
CONCOR_minute,0.13,26,0.5,2.19,-1.98,0.11,1.11
POLICYBZR_minute,0.13,48,0.42,3.36,-2.29,0.06,1.05
AMBUJACEM_minute,0.13,41,0.56,1.1,-1.07,0.14,1.31
USHAMART_minute,0.13,67,0.51,1.82,-1.63,0.12,1.18
SRF_minute,0.12,26,0.62,1.09,-1.39,0.14,1.26
GLENMARK_minute,0.12,50,0.46,1.32,-0.99,0.08,1.14
UNITDSPR_minute,0.12,42,0.52,1.0,-0.98,0.06,1.12
AUROPHARMA_minute,0.12,48,0.46,1.43,-1.0,0.12,1.21
GRAPHITE_minute,0.12,72,0.43,2.15,-1.38,0.14,1.24
NETWEB_minute,0.12,50,0.44,2.82,-2.0,0.12,1.11
LATENTVIEW_minute,0.11,43,0.49,1.89,-1.54,0.13,1.17
MSUMI_minute,0.11,35,0.43,1.83,-1.25,0.07,1.15
MASTEK_minute,0.11,50,0.44,1.99,-1.3,0.15,1.2
DABUR_minute,0.11,29,0.52,1.16,-0.95,0.14,1.31
IOC_minute,0.1,45,0.51,1.69,-1.47,0.14,1.2
HONAUT_minute,0.1,36,0.5,1.03,-0.9,0.06,1.14
METROBRAND_minute,0.1,30,0.43,2.29,-1.41,0.2,1.25
JINDALSAW_minute,0.1,67,0.54,2.16,-2.16,0.16,1.16
ZFCVINDIA_minute,0.1,41,0.56,1.57,-1.76,0.11,1.14
NBCC_minute,0.1,68,0.41,2.89,-1.74,0.17,1.19
LTF_minute,0.1,45,0.49,1.65,-1.33,0.13,1.19
KFINTECH_minute,0.1,50,0.54,1.98,-2.37,-0.02,1.03
PFIZER_minute,0.09,33,0.48,1.14,-0.87,0.1,1.23
FLUOROCHEM_minute,0.09,28,0.46,1.91,-1.45,0.11,1.14
SUMICHEM_minute,0.09,46,0.43,2.38,-1.65,0.1,1.15
ALKEM_minute,0.09,43,0.56,1.11,-1.25,0.07,1.19
AREM_minute,0.09,49,0.49,1.72,-1.48,0.08,1.11
HINDZINC_minute,0.09,53,0.36,2.54,-1.28,0.09,1.14
TBOTEK_minute,0.09,31,0.45,2.47,-1.82,0.12,1.12
CHOLAFIN_minute,0.08,41,0.49,1.54,-1.31,0.08,1.12
ANANTRAJ_minute,0.08,62,0.45,1.85,-1.66,-0.08,0.92
STARHEALTH_minute,0.08,37,0.46,1.5,-1.11,0.09,1.21
ASHOKLEY_minute,0.07,31,0.55,1.14,-1.14,0.11,1.21
MMFIN_minute,0.07,43,0.53,1.47,-1.49,0.09,1.13
ERIS_minute,0.06,46,0.5,1.56,-1.32,0.12,1.18
LODHA_minute,0.06,74,0.5,2.3,-2.25,0.03,1.05
TATAMOTORS_minute,0.06,41,0.46,1.25,-0.92,0.08,1.17
SAPPHIRE_minute,0.06,46,0.48,1.79,-1.55,0.04,1.1
CROMPTON_minute,0.06,36,0.56,0.99,-1.24,-0.0,1.06
CAMS_minute,0.06,69,0.48,2.24,-2.03,0.01,1.04
BLUEDART_minute,0.06,45,0.44,1.79,-1.3,0.07,1.1
BAJAJ-AUTO_minute,0.06,40,0.53,0.94,-0.93,0.05,1.18
HEROMOTOCO_minute,0.05,37,0.51,1.34,-1.28,0.06,1.1
IRCON_minute,0.05,100,0.48,2.27,-1.86,0.12,1.17
HAVELLS_minute,0.05,48,0.56,1.21,-1.44,0.05,1.08
TIMKEN_minute,0.05,42,0.4,1.97,-1.31,0.02,1.02
OFSS_minute,0.05,45,0.42,2.38,-1.54,0.11,1.13
CAMPUS_minute,0.04,66,0.5,1.44,-1.38,0.03,1.07
RECLTD_minute,0.04,38,0.47,1.98,-1.54,0.13,1.22
DALBHARAT_minute,0.04,28,0.5,1.03,-0.92,0.06,1.13
CENTRALBK_minute,0.04,68,0.41,1.95,-1.38,-0.01,1.1
HOMEFIRST_minute,0.04,55,0.49,2.06,-1.87,0.06,1.06
PVRINOX_minute,0.03,43,0.56,1.11,-1.3,0.04,1.08
OLECTRA_minute,0.03,93,0.43,2.06,-1.45,0.06,1.09
CRISIL_minute,0.03,46,0.41,1.49,-1.01,0.02,1.08
MANKIND_minute,0.03,49,0.37,2.17,-1.16,0.07,1.09
CREDITACC_minute,0.03,45,0.4,2.43,-1.31,0.19,1.24
ITC_minute,0.02,32,0.47,0.75,-0.65,0.01,1.09
TATAINVEST_minute,0.02,47,0.36,2.11,-1.18,0.01,1.05
UJJIVANSFB_minute,0.02,47,0.55,1.14,-1.25,0.07,1.12
MMTC_minute,0.02,58,0.45,2.56,-1.97,0.06,1.09
SCHAEFFLER_minute,0.02,34,0.41,2.28,-1.6,-0.01,1.05
CESC_minute,0.02,64,0.47,1.82,-1.5,0.06,1.07
ESCORTS_minute,0.02,43,0.47,1.29,-1.06,0.03,1.1
AEGISLOG_minute,0.01,66,0.44,2.8,-2.29,-0.05,0.99
IREDA_minute,0.01,68,0.38,2.75,-1.71,-0.01,0.99
FINPIPE_minute,0.01,52,0.46,1.73,-1.37,0.06,1.08
GSPL_minute,0.01,38,0.42,1.63,-1.25,-0.04,1.05
NIACL_minute,0.01,70,0.47,2.67,-2.3,0.04,1.03
IIFL_minute,0.01,66,0.42,2.84,-2.07,0.02,1.01
SBICARD_minute,0.01,34,0.47,1.25,-1.12,-0.0,1.05
IPCALAB_minute,0.01,38,0.45,1.67,-1.42,-0.04,1.0
TATAPOWER_minute,0.01,57,0.56,1.17,-1.42,0.03,1.05
PAGEIND_minute,0.01,36,0.5,1.24,-1.18,0.03,1.05
JSWINFRA_minute,0.01,54,0.5,1.7,-1.71,-0.0,1.0
RAMCOCEM_minute,0.01,36,0.56,1.16,-1.46,-0.01,1.06
KAJARIACER_minute,0.01,32,0.41,2.39,-1.74,-0.06,0.99
NATCOPHARM_minute,-0.0,59,0.47,1.49,-1.41,-0.04,0.98
HDFCAMC_minute,0.0,32,0.53,1.43,-1.56,0.03,1.04
CDSL_minute,0.0,90,0.44,1.97,-1.6,-0.02,1.0
ALOKINDS_minute,-0.0,48,0.46,1.84,-1.41,0.08,1.1
MANAPPURAM_minute,-0.0,50,0.52,1.68,-1.79,0.01,1.01
GNFC_minute,-0.0,41,0.54,1.22,-1.41,0.0,1.0
TORNTPHARM_minute,-0.01,59,0.44,1.19,-0.96,-0.02,0.97
BIRLACORPN_minute,-0.01,38,0.42,1.32,-0.97,-0.01,0.98
INFY_minute,-0.01,35,0.43,1.26,-1.01,-0.04,0.99
REDINGTON_minute,-0.01,60,0.42,2.22,-1.55,0.02,1.02
IEX_minute,-0.01,43,0.47,1.74,-1.68,-0.09,0.9
GLAXO_minute,-0.02,47,0.53,1.73,-1.85,0.05,1.06
LICHSGFIN_minute,-0.02,38,0.55,0.9,-1.11,0.0,1.0
BHARATFORG_minute,-0.02,36,0.5,1.7,-1.95,-0.13,0.92
SONACOMS_minute,-0.02,63,0.49,1.59,-1.58,-0.02,0.98
ASTRAL_minute,-0.02,30,0.47,1.24,-1.08,-0.0,1.0
JUSTDIAL_minute,-0.02,53,0.47,2.12,-1.82,0.04,1.04
JSWENERGY_minute,-0.02,65,0.48,1.95,-1.81,-0.01,1.02
BALRAMCHIN_minute,-0.03,44,0.57,1.26,-1.5,0.07,1.1
MCX_minute,-0.03,42,0.48,1.74,-1.65,-0.04,0.96
BALAMINES_minute,-0.03,42,0.31,3.08,-1.37,0.01,1.01
NCC_minute,-0.04,84,0.43,2.28,-1.69,0.01,1.01
BAJAJHLDNG_minute,-0.04,60,0.55,1.15,-1.48,-0.03,0.95
INDIGO_minute,-0.04,35,0.43,1.51,-1.28,-0.09,0.93
MAHLIFE_minute,-0.04,36,0.5,1.26,-1.51,-0.13,0.88
LEMONTREE_minute,-0.04,74,0.47,1.72,-1.54,0.01,1.01
ASTERDM_minute,-0.04,42,0.55,1.33,-1.65,-0.02,0.97
CHALET_minute,-0.05,55,0.42,2.15,-1.6,-0.03,0.97
SHYAMMETL_minute,-0.05,48,0.48,2.03,-2.03,-0.08,0.96
NMDC_minute,-0.05,45,0.49,2.0,-2.12,-0.11,0.94
HCLTECH_minute,-0.05,39,0.41,1.33,-0.98,-0.03,0.99
EIDPARRY_minute,-0.05,60,0.47,1.83,-1.51,0.05,1.06
ITI_minute,-0.05,76,0.45,2.86,-2.22,0.05,1.04
THERMAX_minute,-0.05,70,0.51,1.51,-1.65,-0.03,1.0
TATATECH_minute,-0.06,41,0.39,1.9,-1.32,-0.06,0.96
NAVINFLUOR_minute,-0.06,34,0.68,0.64,-1.42,-0.03,0.94
KNRCON_minute,-0.06,62,0.44,1.75,-1.46,-0.06,0.95
JMFINANCIL_minute,-0.06,77,0.49,1.94,-2.09,-0.1,0.93
MAXHEALTH_minute,-0.06,58,0.41,2.31,-1.76,-0.08,0.92
CLEAN_minute,-0.07,30,0.47,1.59,-1.54,-0.08,0.91
TRIVENI_minute,-0.07,77,0.43,2.04,-1.63,-0.06,0.94
SKFINDIA_minute,-0.07,39,0.46,1.35,-1.24,-0.04,0.93
TCS_minute,-0.07,30,0.5,0.79,-0.92,-0.06,0.86
BIKAJI_minute,-0.07,42,0.55,1.51,-1.97,-0.07,0.92
PPLPHARMA_minute,-0.07,63,0.49,2.33,-2.21,0.03,1.06
IRFC_minute,-0.07,90,0.37,2.66,-1.64,-0.07,0.97
JPPOWER_minute,-0.07,50,0.46,2.39,-2.19,-0.08,0.96
BERGEPAINT_minute,-0.08,49,0.51,1.42,-1.6,-0.06,0.92
APARINDS_minute,-0.08,45,0.47,2.39,-2.09,-0.0,1.0
ADANIPORTS_minute,-0.08,37,0.43,1.05,-0.98,-0.1,0.86
DEVYANI_minute,-0.08,46,0.43,1.86,-1.58,-0.08,0.91
TVSMOTOR_minute,-0.08,44,0.57,1.13,-1.66,-0.07,0.9
GPPL_minute,-0.08,84,0.48,1.73,-1.72,-0.08,0.93
MUTHOOTFIN_minute,-0.09,41,0.49,1.25,-1.31,-0.06,0.91
IGL_minute,-0.09,54,0.41,2.11,-1.69,-0.14,0.92
FINEORG_minute,-0.09,54,0.39,2.16,-1.5,-0.08,0.92
BEML_minute,-0.09,90,0.48,2.19,-2.0,0.0,1.0
EXIDEIND_minute,-0.09,51,0.45,1.52,-1.48,-0.13,0.85
CASTROLIND_minute,-0.1,72,0.4,2.47,-1.8,-0.08,0.97
RKFORGE_minute,-0.1,46,0.5,1.33,-1.51,-0.09,0.88
WESTLIFE_minute,-0.1,60,0.48,1.64,-1.68,-0.08,0.91
LTIM_minute,-0.1,29,0.41,1.31,-1.1,-0.1,0.85
IDFCFIRSTB_minute,-0.1,33,0.52,1.26,-1.47,-0.06,0.91
MANYAVAR_minute,-0.1,44,0.45,1.35,-1.37,-0.13,0.82
PNB_minute,-0.1,43,0.53,1.61,-2.04,-0.09,0.91
LICI_minute,-0.1,69,0.45,1.66,-1.56,-0.11,0.92
MRF_minute,-0.1,41,0.44,0.67,-0.75,-0.13,0.77
HUDCO_minute,-0.1,76,0.42,2.73,-2.12,-0.07,0.94
SIGNATURE_minute,-0.11,22,0.41,1.24,-1.03,-0.1,0.83
METROPOLIS_minute,-0.11,61,0.49,1.47,-1.76,-0.17,0.84
MAHABANK_minute,-0.11,64,0.42,1.99,-1.68,-0.13,0.86
SOLARINDS_minute,-0.11,76,0.49,2.22,-2.24,-0.07,0.96
BOSCHLTD_minute,-0.11,61,0.49,1.11,-1.33,-0.13,0.84
SUNPHARMA_minute,-0.11,29,0.52,1.13,-1.53,-0.15,0.85
RENUKA_minute,-0.11,77,0.45,2.15,-1.91,-0.07,0.96
VBL_minute,-0.12,55,0.47,1.44,-1.51,-0.12,0.88
BAYERCROP_minute,-0.12,33,0.36,2.46,-1.56,-0.1,0.9
PHOENIXLTD_minute,-0.12,66,0.45,2.41,-2.21,-0.11,0.91
AMBER_minute,-0.13,47,0.32,1.88,-1.22,-0.23,0.75
ASAHIINDIA_minute,-0.13,61,0.48,1.68,-1.64,-0.06,0.93
MARUTI_minute,-0.13,23,0.35,1.02,-0.84,-0.19,0.69
APLLTD_minute,-0.14,66,0.5,1.8,-2.01,-0.1,0.93
DELHIVERY_minute,-0.14,46,0.37,2.07,-1.38,-0.1,0.88
WIPRO_minute,-0.14,43,0.44,1.14,-1.17,-0.15,0.8
RVNL_minute,-0.14,107,0.45,2.03,-2.03,-0.21,0.84
BAJAJFINSV_minute,-0.14,29,0.48,1.04,-1.19,-0.12,0.81
JUBLPHARMA_minute,-0.15,55,0.44,2.14,-1.89,-0.13,0.88
TATASTEEL_minute,-0.15,43,0.42,1.37,-1.28,-0.17,0.8
ZEEL_minute,-0.16,73,0.51,2.08,-2.2,-0.03,0.97
GUJGASLTD_minute,-0.16,54,0.43,1.54,-1.4,-0.15,0.82
CRAFTSMAN_minute,-0.16,45,0.51,1.18,-1.5,-0.13,0.83
ROUTE_minute,-0.16,51,0.41,1.46,-1.26,-0.14,0.84
TATACHEM_minute,-0.17,35,0.51,1.43,-1.79,-0.14,0.84
RAILTEL_minute,-0.17,108,0.42,2.72,-2.23,-0.17,0.88
POLYCAB_minute,-0.17,45,0.4,1.6,-1.3,-0.14,0.82
TEJASNET_minute,-0.17,62,0.32,3.1,-1.63,-0.1,0.91
WELSPUNLIV_minute,-0.18,62,0.48,1.88,-2.02,-0.13,0.87
PNBHOUSING_minute,-0.18,69,0.43,2.17,-1.88,-0.12,0.89
ATGL_minute,-0.18,53,0.36,2.63,-1.73,-0.17,0.88
SWSOLAR_minute,-0.18,37,0.38,2.41,-1.96,-0.31,0.75
BRITANNIA_minute,-0.18,35,0.46,0.83,-1.05,-0.19,0.67
HINDALCO_minute,-0.18,45,0.44,1.37,-1.49,-0.22,0.8
ELGIEQUIP_minute,-0.19,58,0.41,2.0,-1.72,-0.18,0.82
RADICO_minute,-0.19,42,0.43,1.89,-1.77,-0.2,0.8
CYIENT_minute,-0.19,50,0.44,1.77,-1.76,-0.21,0.82
RITES_minute,-0.19,86,0.41,2.36,-1.91,-0.17,0.85
BRIGADE_minute,-0.2,49,0.45,2.35,-2.35,-0.24,0.85
SIEMENS_minute,-0.2,44,0.45,1.64,-1.68,-0.17,0.85
PNCINFRA_minute,-0.2,51,0.39,2.37,-1.72,-0.12,0.89
TVSSCS_minute,-0.2,50,0.4,1.92,-1.61,-0.2,0.79
PGHH_minute,-0.2,41,0.34,1.1,-0.94,-0.24,0.66
CONCORDBIO_minute,-0.21,70,0.44,1.82,-1.81,-0.2,0.82
SUNTV_minute,-0.21,52,0.42,1.33,-1.36,-0.22,0.74
CEATLTD_minute,-0.21,55,0.44,1.69,-1.66,-0.2,0.81
RTNINDIA_minute,-0.21,60,0.45,2.03,-2.03,-0.2,0.82
JUBLINGREA_minute,-0.21,46,0.43,2.33,-2.03,-0.13,0.88
INOXINDIA_minute,-0.21,50,0.42,2.2,-1.8,-0.12,0.88
KEC_minute,-0.22,71,0.51,1.4,-1.84,-0.2,0.78
BHARTIARTL_minute,-0.22,27,0.48,0.5,-0.81,-0.18,0.58
TRIDENT_minute,-0.22,62,0.44,1.28,-1.34,-0.2,0.76
RAINBOW_minute,-0.22,53,0.4,1.95,-1.56,-0.17,0.82
IDBI_minute,-0.22,65,0.46,1.71,-1.81,-0.18,0.81
SAREGAMA_minute,-0.22,62,0.48,1.75,-1.98,-0.18,0.83
KPITTECH_minute,-0.23,75,0.44,1.25,-1.44,-0.26,0.7
BDL_minute,-0.23,66,0.44,2.34,-2.42,-0.33,0.78
CHOLAHLDNG_minute,-0.23,45,0.42,1.61,-1.64,-0.27,0.72
CELLO_minute,-0.24,50,0.48,1.35,-1.66,-0.22,0.75
LLOYDSME_minute,-0.24,50,0.44,1.84,-1.77,-0.18,0.85
PFC_minute,-0.24,37,0.38,1.43,-1.14,-0.17,0.76
MINDACORP_minute,-0.25,56,0.48,1.65,-1.91,-0.19,0.81
KSB_minute,-0.25,46,0.43,1.87,-1.91,-0.27,0.75
ENDURANCE_minute,-0.26,37,0.46,1.34,-1.62,-0.26,0.71
ECLERX_minute,-0.26,47,0.45,1.57,-1.71,-0.24,0.74
JBCHEPHARM_minute,-0.26,36,0.42,1.1,-1.24,-0.26,0.63
IRB_minute,-0.26,75,0.45,2.04,-2.12,-0.24,0.82
JKCEMENT_minute,-0.26,46,0.37,1.36,-1.22,-0.26,0.68
EIHOTEL_minute,-0.26,63,0.41,2.17,-1.89,-0.21,0.81
DOMS_minute,-0.26,46,0.52,1.74,-2.19,-0.14,0.87
KOTAKBANK_minute,-0.27,21,0.43,0.64,-0.95,-0.27,0.51
RBLBANK_minute,-0.27,52,0.35,2.32,-1.73,-0.33,0.71
KANSAINER_minute,-0.27,25,0.44,1.15,-1.41,-0.28,0.64
CERA_minute,-0.27,47,0.45,1.72,-1.77,-0.21,0.79
ZENSARTECH_minute,-0.27,68,0.41,1.84,-1.7,-0.24,0.76
HINDUNILVR_minute,-0.27,34,0.41,0.91,-1.1,-0.27,0.58
VARROC_minute,-0.28,44,0.39,2.52,-1.92,-0.21,0.83
UBL_minute,-0.28,41,0.46,1.09,-1.49,-0.3,0.66
CIEINDIA_minute,-0.28,56,0.39,1.24,-1.19,-0.24,0.67
COLPAL_minute,-0.28,61,0.43,1.04,-1.32,-0.31,0.6
TATACOMM_minute,-0.28,37,0.38,1.01,-1.18,-0.35,0.57
IRCTC_minute,-0.28,45,0.38,1.54,-1.38,-0.28,0.68
LINDEINDIA_minute,-0.29,59,0.41,2.06,-1.81,-0.24,0.78
EMAMILTD_minute,-0.29,59,0.42,1.17,-1.3,-0.25,0.66
LTTS_minute,-0.29,39,0.49,0.85,-1.37,-0.29,0.59
APTUS_minute,-0.29,40,0.47,1.54,-1.92,-0.28,0.73
NH_minute,-0.29,48,0.4,1.34,-1.35,-0.29,0.65
NESTLEIND_minute,-0.3,37,0.46,0.75,-1.2,-0.3,0.53
